City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
492,sao benedito do rio preto,-3.3336,-43.5283,75.81,95,100,3.98,BR,1675804518
493,warrington,53.3925,-2.5802,44.33,85,75,4.61,GB,1675804518
494,souillac,-20.5167,57.5167,76.77,85,42,15.01,MU,1675804400
495,sirmaur,24.85,81.3833,57.96,51,0,4.63,IN,1675804520
496,lhokseumawe,5.1801,97.1507,76.32,85,99,1.48,ID,1675804521
497,mandera,3.9366,41.867,83.8,29,3,4.61,KE,1675804521
498,olafsvik,64.8945,-23.7142,27.41,63,100,34.87,IS,1675804142
499,ayia galini,35.1,24.6833,41.4,75,93,1.99,GR,1675804522
500,carauari,-4.8828,-66.8958,83.44,80,36,1.97,BR,1675804523
501,hobyo,5.3505,48.5268,76.05,78,10,13.0,SO,1675804523
502,takab,36.4009,47.1133,19.13,97,94,2.93,IR,1675804524
503,zhangjiakou,40.81,114.8794,19.02,74,2,5.35,CN,1675804338
504,sao jose da coroa grande,-8.8978,-35.1478,79.02,68,78,8.79,BR,1675804525
505,kahului,20.8947,-156.47,78.96,77,40,25.32,US,1675803943
506,saint-augustin,51.226,-58.6502,-1.1,83,0,1.57,CA,1675804526
507,voznesenskoye,54.89,42.7569,-1.66,100,96,2.48,RU,1675804526
508,chishan,22.6392,120.3565,66.9,86,40,4.61,TW,1675804527
509,aketi,2.7388,23.7833,74.77,34,15,0.58,CD,1675804527
510,surt,31.2089,16.5887,54.9,62,93,14.7,LY,1675804528
511,caranavi,-15.8167,-67.55,71.42,92,89,2.37,BO,1675804529
512,isangel,-19.55,169.2667,80.31,81,100,0.34,VU,1675804061
513,lumeje,-11.55,20.7833,63.84,95,100,4.03,AO,1675804530
514,pangai,-19.8,-174.35,80.26,82,100,18.05,TO,1675804531
515,moose factory,51.2585,-80.6094,22.98,80,100,24.16,CA,1675804532
516,ribas do rio pardo,-20.4431,-53.7592,75.9,87,100,3.89,BR,1675804533
517,yulara,-25.2406,130.9889,77.04,25,0,5.68,AU,1675804303
518,marsa matruh,31.3525,27.2453,52.2,72,93,10.45,EG,1675804081
519,yingcheng,30.95,113.55,50.2,75,100,8.86,CN,1675804534
520,youhao,47.8667,128.8333,-13.25,100,99,0.47,CN,1675804535
521,imeni poliny osipenko,52.4201,136.4853,-17.82,98,100,7.16,RU,1675804374
522,tupiza,-21.45,-65.7167,60.49,58,100,8.59,BO,1675804535
523,evansville,37.9748,-87.5558,59.05,72,100,8.05,US,1675804441
524,am timan,11.0297,20.2827,82.22,13,6,8.16,TD,1675804536
525,labytnangi,66.6572,66.4183,-1.35,94,100,10.42,RU,1675804491
526,carballo,43.213,-8.691,43.75,80,48,12.75,ES,1675804536
527,goundi,9.3627,17.366,83.35,12,9,3.2,TD,1675804537
528,oudtshoorn,-33.5907,22.2014,67.39,80,100,5.79,ZA,1675804537
529,nuevo progreso,23.1667,-97.95,80.89,54,54,8.01,MX,1675804538
530,barra patuca,15.8,-84.2833,78.21,82,35,13.18,HN,1675804538
531,yumen,40.2833,97.2,27.7,53,100,12.15,CN,1675804539
532,verkhoyansk,67.5447,133.385,-56.74,100,78,1.16,RU,1675804540
533,escanaba,45.7453,-87.0646,40.51,56,75,14.97,US,1675804540
534,vikravandi,12.0333,79.55,68.7,90,2,3.65,IN,1675804541
535,dilla,6.41,38.31,62.8,35,4,4.05,ET,1675804541
536,binzhou,37.3667,118.0167,30.49,59,56,6.8,CN,1675804542
537,paamiut,61.994,-49.6678,1.11,81,100,9.91,GL,1675804542
538,den helder,52.9599,4.7593,34.02,86,7,4.61,NL,1675804179
539,jijiga,9.35,42.8,63.45,63,2,7.2,ET,1675804543
540,byron bay,-28.65,153.6167,67.95,70,95,6.15,AU,1675804461
541,santa marinella,42.0345,11.8536,37.71,59,0,5.28,IT,1675804544
542,dunedin,-45.8742,170.5036,58.19,55,29,18.54,NZ,1675804545
543,cayenne,4.9333,-52.3333,78.84,89,75,10.36,GF,1675804545
544,hamina,60.5697,27.1979,33.08,91,89,15.57,FI,1675804545
545,morondava,-20.2833,44.2833,78.39,83,100,4.07,MG,1675804073
546,muravlenko,63.7898,74.523,-14.84,100,92,8.9,RU,1675804548
547,waingapu,-9.6567,120.2641,78.57,87,98,7.85,ID,1675804549
548,kunming,25.0389,102.7183,48.15,48,0,4.29,CN,1675804550
549,ola,59.5833,151.2833,-22.36,86,57,8.88,RU,1675804551
550,booue,-0.0921,11.9385,75.51,89,78,0.92,GA,1675804551
551,slupsk,54.4641,17.0287,31.44,92,80,6.6,PL,1675804552
552,acajutla,13.5928,-89.8275,85.64,51,15,8.05,SV,1675804552
553,cacador,-26.7753,-51.015,77.23,41,65,2.62,BR,1675804552
554,hatillo,18.4863,-66.8254,83.32,79,6,11.99,PR,1675804553
555,conceicao do araguaia,-8.2578,-49.2647,79.61,85,98,2.73,BR,1675804553
556,imbituba,-28.24,-48.6703,77.65,75,24,8.28,BR,1675804554
557,mazyr,52.0495,29.2456,12.63,97,36,3.33,BY,1675804554
558,kabare,-2.4683,28.8242,61.68,89,100,0.87,CD,1675804555
559,kavaratti,10.5669,72.642,79.92,71,95,11.65,IN,1675804298
560,jinxiang,27.4327,120.6062,52.39,83,100,9.28,CN,1675804555
561,kavieng,-2.5744,150.7967,81.03,78,100,7.85,PG,1675804556
